event,node,start,end
form start,,1638937049847,
question,/ameM9v8nctyy8MRHMJfRX7/intro_note,1638937049848,1638937050967
question,/ameM9v8nctyy8MRHMJfRX7/consent,1638937050977,1638937052913
question,/ameM9v8nctyy8MRHMJfRX7/general_info/org/organization,1638937052921,1638937054909
question,/ameM9v8nctyy8MRHMJfRX7/general_info/org/assessment_code,1638937054918,1638937063124
question,/ameM9v8nctyy8MRHMJfRX7/general_info/org/province,1638937063133,1638937068872
question,/ameM9v8nctyy8MRHMJfRX7/general_info/org/district,1638937068903,1638937072984
question,/ameM9v8nctyy8MRHMJfRX7/general_info/org/village,1638937072998,1638937077878
question,/ameM9v8nctyy8MRHMJfRX7/general_info/org/gps,1638937077886,1638937079326
question,/ameM9v8nctyy8MRHMJfRX7/general_info/org/date_assessment,1638937079334,1638937082036
question,/ameM9v8nctyy8MRHMJfRX7/general_info/org/interviewer_name,1638937082044,1638937085861
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_details/hh_note,1638937085868,1638937093789
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_details/name,1638937093796,1638937120550
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_details/father_name,1638937120557,1638937126825
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_details/respondent_age,1638937126833,1638937258384
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_details/respondent_gender,1638937258393,1638937261716
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_details/contact_num,1638937261725,1638937311239
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_details/sec_contact_num,1638937311247,1638937316975
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_details/id_type,1638937316983,1638937320218
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_details/nid_no,1638937320228,1638937438142
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_details/id_type,1638937438150,1638937439633
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_details/nid_no,1638937439640,1638937477770
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_details/respondent_hohh,1638937477779,1638937480022
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/hh_mem,1638937480030,1638937482965
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/new_born_female,1638937482973,1638937499104
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/new_born_male,1638937499112,1638937500475
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/girls_5,1638937500484,1638937507958
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/boys_5,1638937507966,1638937509646
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/girls_6_17,1638937509654,1638937522266
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/boys_6_17,1638937522274,1638937523798
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/adult_18_59_female,1638937523805,1638937528218
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/adult_18_59_male,1638937528226,1638937529606
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/elders_60_abv_female,1638937529614,1638937531368
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/elders_60_abv_male,1638937531376,1638937532817
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/child_under2,1638937532825,1638937535985
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/p_l_w,1638937535992,1638937537997
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/total_mem_confirm,1638937538005,1638937551426
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/p_l_w,1638937551435,1638937552018
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/child_under2,1638937552025,1638937552666
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/elders_60_abv_male,1638937552673,1638937553385
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/elders_60_abv_female,1638937553391,1638937554141
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/adult_18_59_male,1638937554150,1638937555577
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/adult_18_59_female,1638937555585,1638937556708
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/boys_6_17,1638937556715,1638937565294
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/girls_6_17,1638937565303,1638937573146
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/boys_5,1638937573154,1638937575355
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/girls_5,1638937575363,1638937577369
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/new_born_male,1638937577376,1638937578119
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/girls_5,1638937578126,1638937578767
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/boys_5,1638937578773,1638937579521
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/girls_6_17,1638937579529,1638937584321
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/boys_6_17,1638937584328,1638937597622
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/adult_18_59_female,1638937597632,1638937598194
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/adult_18_59_male,1638937598201,1638937598895
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/elders_60_abv_female,1638937598902,1638937599399
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/elders_60_abv_male,1638937599407,1638937599978
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/child_under2,1638937599987,1638937601540
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/p_l_w,1638937601548,1638937602825
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_vuln_factors/diff_seeing,1638937602836,1638937605320
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_vuln_factors/diff_hearing,1638937605328,1638937607006
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_vuln_factors/diff_walking,1638937607015,1638937610643
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_vuln_factors/diff_remembering,1638937610650,1638937611932
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_vuln_factors/diff_self_care,1638937611940,1638937613151
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_vuln_factors/diff_communicating,1638937613159,1638937616083
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_vuln_factors/heatlh_issue,1638937616093,1638937617841
question,/ameM9v8nctyy8MRHMJfRX7/hh_displacement/current_status,1638937617849,1638937619462
question,/ameM9v8nctyy8MRHMJfRX7/hh_displacement/displaced_province,1638937619470,1638937627065
question,/ameM9v8nctyy8MRHMJfRX7/hh_displacement/displaced_district,1638937627091,1638937629668
question,/ameM9v8nctyy8MRHMJfRX7/hh_displacement/displacement_duration,1638937629683,1638937631275
question,/ameM9v8nctyy8MRHMJfRX7/hh_displacement/move_intention,1638937631283,1638937635770
question,/ameM9v8nctyy8MRHMJfRX7/shock_impact/event_affected,1638937635778,1638937637968
question,/ameM9v8nctyy8MRHMJfRX7/shock_impact/loss_family_member,1638937637976,1638937641875
question,/ameM9v8nctyy8MRHMJfRX7/assistance/assist_received,1638937641884,1638937643629
question,/ameM9v8nctyy8MRHMJfRX7/coping_strategies/insuff_food,1638937643639,1638937646847
question,/ameM9v8nctyy8MRHMJfRX7/sectoral_needs/hh_eat_note,1638937646855,1638937647829
question,/ameM9v8nctyy8MRHMJfRX7/sectoral_needs/cereal,1638937647837,1638937649364
question,/ameM9v8nctyy8MRHMJfRX7/sectoral_needs/pulse,1638937649372,1638937651164
question,/ameM9v8nctyy8MRHMJfRX7/sectoral_needs/vegetable,1638937651173,1638937653233
question,/ameM9v8nctyy8MRHMJfRX7/sectoral_needs/fruit,1638937653239,1638937654941
question,/ameM9v8nctyy8MRHMJfRX7/sectoral_needs/meat,1638937654950,1638937656661
question,/ameM9v8nctyy8MRHMJfRX7/sectoral_needs/dairy,1638937656669,1638937658923
question,/ameM9v8nctyy8MRHMJfRX7/sectoral_needs/sugar,1638937658930,1638937661725
question,/ameM9v8nctyy8MRHMJfRX7/sectoral_needs/oil,1638937661732,1638937663707
question,/ameM9v8nctyy8MRHMJfRX7/sectoral_needs/condiment,1638937663715,1638937665997
question,/ameM9v8nctyy8MRHMJfRX7/sectoral_needs/hh_had_to_note,1638937666005,1638937667633
question,/ameM9v8nctyy8MRHMJfRX7/sectoral_needs/less_food,1638937667640,1638937670303
question,/ameM9v8nctyy8MRHMJfRX7/sectoral_needs/borrow_food,1638937670311,1638937672218
question,/ameM9v8nctyy8MRHMJfRX7/sectoral_needs/limit_mealtime,1638937672226,1638937677672
question,/ameM9v8nctyy8MRHMJfRX7/sectoral_needs/restrict_consumption,1638937677679,1638937679569
question,/ameM9v8nctyy8MRHMJfRX7/sectoral_needs/reduce_meal,1638937679576,1638937681663
question,/ameM9v8nctyy8MRHMJfRX7/sectoral_needs/childs_health,1638937681673,1638937692112
question,/ameM9v8nctyy8MRHMJfRX7/sectoral_needs/shelter_type,1638937692120,1638937694901
question,/ameM9v8nctyy8MRHMJfRX7/sectoral_needs/shelter_resident,1638937694910,1638937697148
question,/ameM9v8nctyy8MRHMJfRX7/sectoral_needs/tenure_status,1638937697155,1638937699145
question,/ameM9v8nctyy8MRHMJfRX7/sectoral_needs/shelter_concern,1638937699153,1638937701149
question,/ameM9v8nctyy8MRHMJfRX7/sectoral_needs/nfi_need,1638937701157,1638937706351
question,/ameM9v8nctyy8MRHMJfRX7/sectoral_needs/water_access,1638937706359,1638937712461
question,/ameM9v8nctyy8MRHMJfRX7/sectoral_needs/water_source,1638937712469,1638937714558
question,/ameM9v8nctyy8MRHMJfRX7/sectoral_needs/water_far_distance,1638937714565,1638937717671
question,/ameM9v8nctyy8MRHMJfRX7/sectoral_needs/latrine_access,1638937717679,1638937719345
question,/ameM9v8nctyy8MRHMJfRX7/sectoral_needs/latrine_disability_friendly,1638937719353,1638937720678
question,/ameM9v8nctyy8MRHMJfRX7/sectoral_needs/handwashing_facilities,1638937720686,1638937723418
question,/ameM9v8nctyy8MRHMJfRX7/health/health_fac_2hours,1638937723426,1638937725797
question,/ameM9v8nctyy8MRHMJfRX7/health/health_barriers,1638937725805,1638937727441
question,/ameM9v8nctyy8MRHMJfRX7/economic_profile/debt_amount,1638937727448,1638937733349
question,/ameM9v8nctyy8MRHMJfRX7/economic_profile/debt_expenditure,1638937733357,1638937739286
question,/ameM9v8nctyy8MRHMJfRX7/economic_profile/adult_working,1638937739294,1638937749411
question,/ameM9v8nctyy8MRHMJfRX7/economic_profile/adult_working_days,1638937749420,1638937750863
question,/ameM9v8nctyy8MRHMJfRX7/protection/protection_question,1638937750871,1638937756922
question,/ameM9v8nctyy8MRHMJfRX7/protection/environmental_dangers,1638937756929,1638937761769
question,/ameM9v8nctyy8MRHMJfRX7/assistance_mod/assist_preference,1638937761776,1638937763857
question,/ameM9v8nctyy8MRHMJfRX7/assistance_mod/cash_safe_market,1638937763865,1638937765169
question,/ameM9v8nctyy8MRHMJfRX7/assistance_mod/feedback_preference,1638937765176,1638937767864
question,/ameM9v8nctyy8MRHMJfRX7/comment_box,1638937767871,1638937774258
end screen,,1638937774265,1638938062245
form save,,1638938062451,
form exit,,1638938062451,
form finalize,,1638938062451,

