event,node,start,end
form start,,1639306891143,
question,/ameM9v8nctyy8MRHMJfRX7/intro_note,1639306891147,1639306892507
question,/ameM9v8nctyy8MRHMJfRX7/consent,1639306892535,1639306894830
question,/ameM9v8nctyy8MRHMJfRX7/general_info/org/organization,1639306894849,1639306896729
question,/ameM9v8nctyy8MRHMJfRX7/general_info/org/assessment_code,1639306896751,1639306905335
question,/ameM9v8nctyy8MRHMJfRX7/general_info/org/province,1639306905351,1639306912647
question,/ameM9v8nctyy8MRHMJfRX7/general_info/org/district,1639306912698,1639306922851
question,/ameM9v8nctyy8MRHMJfRX7/general_info/org/village,1639306922885,1639306933137
question,/ameM9v8nctyy8MRHMJfRX7/general_info/org/gps,1639306933158,1639306982880
question,/ameM9v8nctyy8MRHMJfRX7/general_info/org/date_assessment,1639306982899,1639306986316
question,/ameM9v8nctyy8MRHMJfRX7/general_info/org/interviewer_name,1639306986337,1639306992165
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_details/hh_note,1639306992186,1639306993800
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_details/name,1639306993826,1639307001604
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_details/father_name,1639307001629,1639307018508
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_details/respondent_age,1639307018529,1639307036254
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_details/respondent_gender,1639307036269,1639307039594
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_details/respondent_age,1639307039610,1639307044518
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_details/respondent_gender,1639307044536,1639307046631
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_details/contact_num,1639307046653,1639307067359
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_details/sec_contact_num,1639307067377,1639307071170
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_details/id_type,1639307071187,1639307073492
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_details/nid_no,1639307073515,1639307100188
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_details/respondent_hohh,1639307100206,1639307103043
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/hh_mem,1639307103066,1639307106095
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/new_born_female,1639307106116,1639307113247
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/hh_mem,1639307113268,1639307114619
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/new_born_female,1639307114637,1639307201186
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/new_born_male,1639307201210,1639307205510
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/girls_5,1639307205531,1639307211731
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/boys_5,1639307211751,1639307217406
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/girls_5,1639307217424,1639307218984
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/new_born_male,1639307219003,1639307223105
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/new_born_female,1639307223125,1639307231444
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/new_born_male,1639307231466,1639307240081
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/girls_5,1639307240098,1639307242855
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/boys_5,1639307242880,1639307250150
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/girls_6_17,1639307250175,1639307255814
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/boys_6_17,1639307255834,1639307257824
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/adult_18_59_female,1639307257845,1639307265052
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/boys_6_17,1639307265072,1639307269748
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/girls_6_17,1639307269768,1639307275242
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/boys_6_17,1639307275261,1639307278925
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/adult_18_59_female,1639307278938,1639307283830
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/boys_6_17,1639307283853,1639307286068
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/adult_18_59_female,1639307286080,1639307289182
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/adult_18_59_male,1639307289204,1639307290888
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/elders_60_abv_female,1639307290908,1639307293071
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/elders_60_abv_male,1639307293089,1639307294398
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/child_under2,1639307294415,1639307297396
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/p_l_w,1639307297410,1639307303629
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/total_mem_confirm,1639307303649,1639307307446
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/p_l_w,1639307307464,1639307309448
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/child_under2,1639307309469,1639307310514
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/elders_60_abv_male,1639307310539,1639307311560
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/elders_60_abv_female,1639307311581,1639307312666
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/adult_18_59_male,1639307312684,1639307314243
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/adult_18_59_female,1639307314261,1639307315386
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/boys_6_17,1639307315406,1639307318208
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/adult_18_59_female,1639307318229,1639307319285
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/adult_18_59_male,1639307319306,1639307320368
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/elders_60_abv_female,1639307320386,1639307321469
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/elders_60_abv_male,1639307321490,1639307322542
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/child_under2,1639307322569,1639307325583
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/elders_60_abv_male,1639307325603,1639307326668
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/elders_60_abv_female,1639307326700,1639307327648
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/adult_18_59_male,1639307327670,1639307328653
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/adult_18_59_female,1639307328684,1639307331841
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/boys_6_17,1639307331864,1639307334716
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/adult_18_59_female,1639307334739,1639307335756
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/adult_18_59_male,1639307335790,1639307336797
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/elders_60_abv_female,1639307336832,1639307337815
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/elders_60_abv_male,1639307337841,1639307338834
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/child_under2,1639307338856,1639307339941
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/p_l_w,1639307339960,1639307341432
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_vuln_factors/diff_seeing,1639307341457,1639307343776
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_vuln_factors/diff_hearing,1639307343798,1639307345795
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_vuln_factors/diff_walking,1639307345817,1639307350424
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_vuln_factors/diff_remembering,1639307350442,1639307352095
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_vuln_factors/diff_self_care,1639307352115,1639307356322
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_vuln_factors/diff_communicating,1639307356339,1639307359715
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_vuln_factors/heatlh_issue,1639307359730,1639307362650
question,/ameM9v8nctyy8MRHMJfRX7/hh_displacement/current_status,1639307362669,1639307365501
question,/ameM9v8nctyy8MRHMJfRX7/hh_displacement/displaced_province,1639307365520,1639307370785
question,/ameM9v8nctyy8MRHMJfRX7/hh_displacement/displaced_district,1639307370816,1639307374429
question,/ameM9v8nctyy8MRHMJfRX7/hh_displacement/displacement_duration,1639307374460,1639307381471
question,/ameM9v8nctyy8MRHMJfRX7/hh_displacement/move_intention,1639307381490,1639307386233
question,/ameM9v8nctyy8MRHMJfRX7/shock_impact/event_affected,1639307386250,1639307391468
question,/ameM9v8nctyy8MRHMJfRX7/shock_impact/loss_family_member,1639307391491,1639307396250
question,/ameM9v8nctyy8MRHMJfRX7/assistance/assist_received,1639307396269,1639307402600
question,/ameM9v8nctyy8MRHMJfRX7/coping_strategies/insuff_food,1639307402618,1639307407540
question,/ameM9v8nctyy8MRHMJfRX7/sectoral_needs/hh_eat_note,1639307407559,1639307409082
question,/ameM9v8nctyy8MRHMJfRX7/sectoral_needs/cereal,1639307409100,1639307415517
question,/ameM9v8nctyy8MRHMJfRX7/sectoral_needs/pulse,1639307415536,1639307418068
question,/ameM9v8nctyy8MRHMJfRX7/sectoral_needs/vegetable,1639307418092,1639307425073
question,/ameM9v8nctyy8MRHMJfRX7/sectoral_needs/fruit,1639307425089,1639307428124
question,/ameM9v8nctyy8MRHMJfRX7/sectoral_needs/meat,1639307428147,1639307431468
question,/ameM9v8nctyy8MRHMJfRX7/sectoral_needs/dairy,1639307431486,1639307435512
question,/ameM9v8nctyy8MRHMJfRX7/sectoral_needs/sugar,1639307435534,1639307439542
question,/ameM9v8nctyy8MRHMJfRX7/sectoral_needs/oil,1639307439565,1639307442017
question,/ameM9v8nctyy8MRHMJfRX7/sectoral_needs/condiment,1639307442037,1639307444828
question,/ameM9v8nctyy8MRHMJfRX7/sectoral_needs/hh_had_to_note,1639307444863,1639307448524
question,/ameM9v8nctyy8MRHMJfRX7/sectoral_needs/less_food,1639307448545,1639307453473
question,/ameM9v8nctyy8MRHMJfRX7/sectoral_needs/borrow_food,1639307453500,1639307462607
question,/ameM9v8nctyy8MRHMJfRX7/sectoral_needs/limit_mealtime,1639307462627,1639307466393
question,/ameM9v8nctyy8MRHMJfRX7/sectoral_needs/restrict_consumption,1639307466414,1639307472661
question,/ameM9v8nctyy8MRHMJfRX7/sectoral_needs/reduce_meal,1639307472688,1639307486774
question,/ameM9v8nctyy8MRHMJfRX7/sectoral_needs/childs_health,1639307486791,1639307493695
question,/ameM9v8nctyy8MRHMJfRX7/sectoral_needs/shelter_type,1639307493717,1639307505954
question,/ameM9v8nctyy8MRHMJfRX7/sectoral_needs/shelter_resident,1639307505969,1639307514647
question,/ameM9v8nctyy8MRHMJfRX7/sectoral_needs/tenure_status,1639307514661,1639307518928
question,/ameM9v8nctyy8MRHMJfRX7/sectoral_needs/shelter_concern,1639307518945,1639307567059
question,/ameM9v8nctyy8MRHMJfRX7/sectoral_needs/nfi_need,1639307567085,1639307583058
question,/ameM9v8nctyy8MRHMJfRX7/sectoral_needs/water_access,1639307583072,1639307591657
question,/ameM9v8nctyy8MRHMJfRX7/sectoral_needs/water_source,1639307591676,1639307601373
question,/ameM9v8nctyy8MRHMJfRX7/sectoral_needs/water_far_distance,1639307601394,1639307603761
question,/ameM9v8nctyy8MRHMJfRX7/sectoral_needs/latrine_access,1639307603776,1639307606470
question,/ameM9v8nctyy8MRHMJfRX7/sectoral_needs/latrine_disability_friendly,1639307606490,1639307610264
question,/ameM9v8nctyy8MRHMJfRX7/sectoral_needs/handwashing_facilities,1639307610288,1639307620370
question,/ameM9v8nctyy8MRHMJfRX7/health/health_fac_2hours,1639307620384,1639307626229
