event,node,start,end
form start,,1639389996788,
question,/ameM9v8nctyy8MRHMJfRX7/intro_note,1639389996788,1639389997780
question,/ameM9v8nctyy8MRHMJfRX7/consent,1639389997787,1639390007815
question,/ameM9v8nctyy8MRHMJfRX7/general_info/org/organization,1639390007826,1639390011345
question,/ameM9v8nctyy8MRHMJfRX7/general_info/org/assessment_code,1639390011360,1639390015032
question,/ameM9v8nctyy8MRHMJfRX7/general_info/org/province,1639390015046,1639390017702
question,/ameM9v8nctyy8MRHMJfRX7/general_info/org/district,1639390017750,1639390020489
question,/ameM9v8nctyy8MRHMJfRX7/general_info/org/village,1639390020520,1639390089072
question,/ameM9v8nctyy8MRHMJfRX7/general_info/org/gps,1639390089085,1639390092342
question,/ameM9v8nctyy8MRHMJfRX7/general_info/org/date_assessment,1639390092355,1639390094288
question,/ameM9v8nctyy8MRHMJfRX7/general_info/org/interviewer_name,1639390094299,1639390098958
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_details/hh_note,1639390098970,1639390099750
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_details/name,1639390099763,1639390145150
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_details/father_name,1639390145163,1639390165122
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_details/respondent_age,1639390165134,1639390168784
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_details/respondent_gender,1639390168796,1639390170419
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_details/contact_num,1639390170432,1639390186054
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_details/sec_contact_num,1639390186066,1639390200253
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_details/id_type,1639390200265,1639390201796
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_details/nid_no,1639390201814,1639390213725
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_details/respondent_hohh,1639390213739,1639390214894
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/hh_mem,1639390214908,1639390218489
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/new_born_female,1639390218503,1639390248873
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/new_born_male,1639390248886,1639390251835
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/girls_5,1639390251849,1639390253144
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/boys_5,1639390253157,1639390254337
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/girls_6_17,1639390254350,1639390256023
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/boys_6_17,1639390256036,1639390257316
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/adult_18_59_female,1639390257329,1639390258984
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/adult_18_59_male,1639390258997,1639390260202
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/elders_60_abv_female,1639390260216,1639390261562
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/elders_60_abv_male,1639390261576,1639390262739
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/child_under2,1639390262752,1639390264156
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/p_l_w,1639390264169,1639390265340
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/total_mem_confirm,1639390265354,1639390270545
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/p_l_w,1639390270556,1639390271355
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/child_under2,1639390271367,1639390273266
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/elders_60_abv_male,1639390273280,1639390273983
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/elders_60_abv_female,1639390273993,1639390274693
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/adult_18_59_male,1639390274703,1639390275327
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/adult_18_59_female,1639390275337,1639390275814
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/boys_6_17,1639390275824,1639390276912
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/girls_6_17,1639390276926,1639390277546
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/boys_6_17,1639390277557,1639390278455
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/adult_18_59_female,1639390278469,1639390279682
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/boys_6_17,1639390279695,1639390280182
