event,node,start,end
form start,,1638426885747,
question,/ameM9v8nctyy8MRHMJfRX7/intro_note,1638426885749,1638426886403
question,/ameM9v8nctyy8MRHMJfRX7/consent,1638426886413,1638426887673
question,/ameM9v8nctyy8MRHMJfRX7/general_info/org/organization,1638426887679,1638426889841
question,/ameM9v8nctyy8MRHMJfRX7/general_info/org/assessment_code,1638426889845,1638426897825
question,/ameM9v8nctyy8MRHMJfRX7/general_info/org/province,1638426897834,1638426903167
question,/ameM9v8nctyy8MRHMJfRX7/general_info/org/district,1638426903272,1638426906233
question,/ameM9v8nctyy8MRHMJfRX7/general_info/org/village,1638426906312,1638426913025
question,/ameM9v8nctyy8MRHMJfRX7/general_info/org/gps,1638426913031,1638426926572
question,/ameM9v8nctyy8MRHMJfRX7/general_info/org/date_assessment,1638426926577,1638426929901
question,/ameM9v8nctyy8MRHMJfRX7/general_info/org/interviewer_name,1638426929906,1638426935246
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_details/hh_note,1638426935250,1638426936069
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_details/name,1638426936075,1638426971108
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_details/father_name,1638426971114,1638426990201
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_details/respondent_age,1638426990221,1638426992307
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_details/father_name,1638426992324,1638426993223
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_details/name,1638426993228,1638426994678
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_details/hh_note,1638426994683,1638426996253
question,/ameM9v8nctyy8MRHMJfRX7/general_info/org/interviewer_name,1638426996260,1638426997676
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_details/hh_note,1638426997683,1638426998464
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_details/name,1638426998469,1638427001925
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_details/father_name,1638427001944,1638427005734
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_details/respondent_age,1638427005738,1638427009550
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_details/respondent_gender,1638427009555,1638427011146
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_details/contact_num,1638427011163,1638427034420
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_details/sec_contact_num,1638427034426,1638427038164
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_details/id_type,1638427038170,1638427039698
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_details/nid_no,1638427039701,1638427054841
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_details/respondent_hohh,1638427054849,1638427071143
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/hh_mem,1638427071149,1638427082407
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/new_born_female,1638427082414,1638427089698
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/hh_mem,1638427089711,1638427095372
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/new_born_female,1638427095378,1638427100849
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/new_born_male,1638427100859,1638427111449
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/new_born_female,1638427111455,1638427120992
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/new_born_male,1638427120999,1638427123757
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/girls_5,1638427123761,1638427129477
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/boys_5,1638427129484,1638427135237
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/girls_6_17,1638427135244,1638427138766
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/boys_5,1638427138771,1638427139544
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/girls_5,1638427139549,1638427140505
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/new_born_male,1638427140510,1638427141457
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/new_born_female,1638427141462,1638427142531
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/new_born_male,1638427142541,1638427143373
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/girls_5,1638427143377,1638427144128
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/boys_5,1638427144135,1638427144972
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/girls_6_17,1638427144978,1638427145792
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/boys_6_17,1638427145799,1638427149136
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/adult_18_59_female,1638427149143,1638427156336
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/adult_18_59_male,1638427156343,1638427159713
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/elders_60_abv_female,1638427159720,1638427169117
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/elders_60_abv_male,1638427169121,1638427174458
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/child_under2,1638427174462,1638427176980
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/p_l_w,1638427176984,1638427178862
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/total_mem_confirm,1638427178865,1638427180937
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/p_l_w,1638427180942,1638427181845
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/child_under2,1638427181852,1638427182623
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/elders_60_abv_male,1638427182630,1638427183370
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/elders_60_abv_female,1638427183376,1638427184037
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/adult_18_59_male,1638427184047,1638427185516
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/adult_18_59_female,1638427185521,1638427189087
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/adult_18_59_male,1638427189092,1638427190379
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/elders_60_abv_female,1638427190384,1638427190992
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/elders_60_abv_male,1638427190997,1638427191771
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/child_under2,1638427191776,1638427192722
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/p_l_w,1638427192727,1638427193489
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_vuln_factors/diff_seeing,1638427193494,1638427200526
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_vuln_factors/diff_hearing,1638427200534,1638427201980
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_vuln_factors/diff_walking,1638427201988,1638427203152
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_vuln_factors/diff_remembering,1638427203158,1638427204510
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_vuln_factors/diff_self_care,1638427204513,1638427205592
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_vuln_factors/diff_communicating,1638427205595,1638427206644
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_vuln_factors/heatlh_issue,1638427206648,1638427208892
question,/ameM9v8nctyy8MRHMJfRX7/hh_displacement/current_status,1638427208897,1638427221664
question,/ameM9v8nctyy8MRHMJfRX7/hh_displacement/move_intention,1638427221669,1638427223328
question,/ameM9v8nctyy8MRHMJfRX7/shock_impact/event_affected,1638427223335,1638427230988
question,/ameM9v8nctyy8MRHMJfRX7/shock_impact/loss_family_member,1638427230993,1638427233280
question,/ameM9v8nctyy8MRHMJfRX7/assistance/assist_received,1638427233288,1638427234561
question,/ameM9v8nctyy8MRHMJfRX7/shock_impact/loss_family_member,1638427234566,1638427235393
question,/ameM9v8nctyy8MRHMJfRX7/shock_impact/event_affected,1638427235399,1638427237864
question,/ameM9v8nctyy8MRHMJfRX7/hh_displacement/move_intention,1638427237871,1638427239482
question,/ameM9v8nctyy8MRHMJfRX7/shock_impact/event_affected,1638427239488,1638427241178
question,/ameM9v8nctyy8MRHMJfRX7/shock_impact/loss_family_member,1638427241183,1638427243038
question,/ameM9v8nctyy8MRHMJfRX7/assistance/assist_received,1638427243043,1638427244715
question,/ameM9v8nctyy8MRHMJfRX7/coping_strategies/insuff_food,1638427244723,1638427248648
question,/ameM9v8nctyy8MRHMJfRX7/sectoral_needs/hh_eat_note,1638427248653,1638427249742
question,/ameM9v8nctyy8MRHMJfRX7/sectoral_needs/cereal,1638427249747,1638427257714
question,/ameM9v8nctyy8MRHMJfRX7/sectoral_needs/pulse,1638427257718,1638427262978
question,/ameM9v8nctyy8MRHMJfRX7/sectoral_needs/vegetable,1638427262983,1638427294552
question,/ameM9v8nctyy8MRHMJfRX7/sectoral_needs/fruit,1638427294564,1638427296642
question,/ameM9v8nctyy8MRHMJfRX7/sectoral_needs/meat,1638427296647,1638427298439
question,/ameM9v8nctyy8MRHMJfRX7/sectoral_needs/dairy,1638427298443,1638427308446
question,/ameM9v8nctyy8MRHMJfRX7/sectoral_needs/sugar,1638427308451,1638427321970
question,/ameM9v8nctyy8MRHMJfRX7/sectoral_needs/oil,1638427321975,1638427325020
question,/ameM9v8nctyy8MRHMJfRX7/sectoral_needs/condiment,1638427325025,1638427330984
question,/ameM9v8nctyy8MRHMJfRX7/sectoral_needs/hh_had_to_note,1638427330988,1638427332929
question,/ameM9v8nctyy8MRHMJfRX7/sectoral_needs/less_food,1638427332937,1638427337612
question,/ameM9v8nctyy8MRHMJfRX7/sectoral_needs/borrow_food,1638427337618,1638427348267
