event,node,start,end
form start,,1639302845962,
question,/ameM9v8nctyy8MRHMJfRX7/intro_note,1639302845964,1639302846929
question,/ameM9v8nctyy8MRHMJfRX7/consent,1639302846960,1639302849458
question,/ameM9v8nctyy8MRHMJfRX7/general_info/org/organization,1639302849478,1639302851280
question,/ameM9v8nctyy8MRHMJfRX7/general_info/org/assessment_code,1639302851295,1639302857287
question,/ameM9v8nctyy8MRHMJfRX7/general_info/org/province,1639302857307,1639302862300
question,/ameM9v8nctyy8MRHMJfRX7/general_info/org/district,1639302862357,1639302865472
question,/ameM9v8nctyy8MRHMJfRX7/general_info/org/village,1639302865507,1639302874380
question,/ameM9v8nctyy8MRHMJfRX7/general_info/org/gps,1639302874396,1639302909678
question,/ameM9v8nctyy8MRHMJfRX7/general_info/org/date_assessment,1639302909706,1639302913615
question,/ameM9v8nctyy8MRHMJfRX7/general_info/org/interviewer_name,1639302913639,1639302922337
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_details/hh_note,1639302922356,1639302923603
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_details/name,1639302923622,1639302931780
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_details/father_name,1639302931797,1639302940829
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_details/respondent_age,1639302940848,1639302944357
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_details/respondent_gender,1639302944376,1639302946731
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_details/contact_num,1639302946745,1639302963861
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_details/sec_contact_num,1639302963883,1639302968219
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_details/id_type,1639302968241,1639302970491
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_details/nid_no,1639302970512,1639302983561
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_details/respondent_hohh,1639302983577,1639302986171
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/hh_mem,1639302986194,1639303011057
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/new_born_female,1639303011074,1639303044659
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/new_born_male,1639303044677,1639303048111
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/girls_5,1639303048131,1639303057039
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/boys_5,1639303057060,1639303067085
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/girls_6_17,1639303067116,1639303069885
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/boys_6_17,1639303069903,1639303074974
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/adult_18_59_female,1639303074998,1639303083728
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/adult_18_59_male,1639303083749,1639303085862
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/elders_60_abv_female,1639303085888,1639303091055
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/elders_60_abv_male,1639303091072,1639303092503
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/child_under2,1639303092526,1639303121225
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/p_l_w,1639303121245,1639303139035
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/total_mem_confirm,1639303139055,1639303149660
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/p_l_w,1639303149681,1639303152687
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/child_under2,1639303152707,1639303153974
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/elders_60_abv_male,1639303154015,1639303155161
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/elders_60_abv_female,1639303155176,1639303156226
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/adult_18_59_male,1639303156246,1639303157331
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/adult_18_59_female,1639303157360,1639303158428
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/boys_6_17,1639303158451,1639303159551
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/girls_6_17,1639303159574,1639303168642
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/boys_5,1639303168661,1639303169880
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/girls_5,1639303169898,1639303171005
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/new_born_male,1639303171031,1639303172241
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/new_born_female,1639303172264,1639303173369
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/hh_mem,1639303173389,1639303176290
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/new_born_female,1639303176310,1639303177454
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/new_born_male,1639303177471,1639303178663
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/girls_5,1639303178691,1639303179817
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/boys_5,1639303179841,1639303180969
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/girls_6_17,1639303180988,1639303182083
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/boys_6_17,1639303182106,1639303183251
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/adult_18_59_female,1639303183270,1639303184363
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/adult_18_59_male,1639303184381,1639303185487
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/elders_60_abv_female,1639303185506,1639303186624
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/elders_60_abv_male,1639303186648,1639303187843
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/child_under2,1639303187861,1639303189131
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/p_l_w,1639303189152,1639303190730
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/total_mem_confirm,1639303190746,1639303196165
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/p_l_w,1639303196181,1639303197907
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/child_under2,1639303197934,1639303200280
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/elders_60_abv_male,1639303200300,1639303201748
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/elders_60_abv_female,1639303201766,1639303202797
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/adult_18_59_male,1639303202818,1639303204245
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/adult_18_59_female,1639303204262,1639303205369
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/boys_6_17,1639303205393,1639303227550
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/adult_18_59_female,1639303227566,1639303230102
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/boys_6_17,1639303230125,1639303231221
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/girls_6_17,1639303231238,1639303235546
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/boys_5,1639303235564,1639303236959
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/girls_5,1639303236983,1639303240032
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/boys_5,1639303240049,1639303241134
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/girls_6_17,1639303241151,1639303242195
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/boys_6_17,1639303242219,1639303243456
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/adult_18_59_female,1639303243481,1639303248779
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/adult_18_59_male,1639303248801,1639303250058
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/elders_60_abv_female,1639303250082,1639303251479
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/adult_18_59_male,1639303251497,1639303252566
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/adult_18_59_female,1639303252584,1639303253584
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/boys_6_17,1639303253610,1639303254899
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/girls_6_17,1639303254918,1639303255983
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/boys_5,1639303256005,1639303257151
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/girls_5,1639303257171,1639303260054
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/new_born_male,1639303260074,1639303261241
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/new_born_female,1639303261266,1639303263581
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/hh_mem,1639303263611,1639303265375
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/new_born_female,1639303265400,1639303267583
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/new_born_male,1639303267613,1639303269503
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/girls_5,1639303269524,1639303274627
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/boys_5,1639303274649,1639303276301
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/girls_6_17,1639303276322,1639303280803
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/boys_6_17,1639303280822,1639303286009
question,/ameM9v8nctyy8MRHMJfRX7/general_info/hh_composition/girls_6_17,1639303286029,1639303290783
